ensembl_gene_id,external_gene_name
ENSG00000152217,SETBP1
ENSG00000107290,SETX
ENSG00000168878,SFTPB
ENSG00000168484,SFTPC
ENSG00000183605,SFXN4
ENSG00000108823,SGCA
ENSG00000163069,SGCB
ENSG00000170624,SGCD
ENSG00000102683,SGCG
ENSG00000166224,SGPL1
ENSG00000181523,SGSH
ENSG00000183918,SH2D1A
ENSG00000169247,SH3TC2
ENSG00000251322,SHANK3
ENSG00000164690,SHH
ENSG00000108061,SHOC2
ENSG00000120725,SIL1
ENSG00000126778,SIX1
ENSG00000138083,SIX3
ENSG00000157933,SKI
ENSG00000074803,SLC12A1
ENSG00000070915,SLC12A3
ENSG00000140199,SLC12A6
ENSG00000155380,SLC16A1
ENSG00000147100,SLC16A2
ENSG00000119899,SLC17A5
ENSG00000117479,SLC19A2
ENSG00000135917,SLC19A3
ENSG00000197375,SLC22A5
ENSG00000100075,SLC25A1
ENSG00000004864,SLC25A13
ENSG00000102743,SLC25A15
ENSG00000125454,SLC25A19
ENSG00000178537,SLC25A20
ENSG00000177542,SLC25A22
ENSG00000085491,SLC25A24
ENSG00000075415,SLC25A3
ENSG00000144659,SLC25A38
ENSG00000151729,SLC25A4
ENSG00000155850,SLC26A2
ENSG00000091138,SLC26A3
ENSG00000167114,SLC27A4
ENSG00000117394,SLC2A1
ENSG00000197496,SLC2A10
ENSG00000157765,SLC34A2
ENSG00000198569,SLC34A3
ENSG00000164414,SLC35A1
ENSG00000181830,SLC35C1
ENSG00000116704,SLC35D1
ENSG00000137700,SLC37A4
ENSG00000147804,SLC39A4
ENSG00000138079,SLC3A1
ENSG00000164175,SLC45A2
ENSG00000076351,SLC46A1
ENSG00000004939,SLC4A1
ENSG00000088836,SLC4A11
ENSG00000140675,SLC5A2
ENSG00000105641,SLC5A5
ENSG00000165970,SLC6A5
ENSG00000130821,SLC6A8
ENSG00000155465,SLC7A7
ENSG00000021488,SLC7A9
ENSG00000198689,SLC9A6
ENSG00000174640,SLCO2A1
ENSG00000166949,SMAD3
ENSG00000141646,SMAD4
ENSG00000138375,SMARCAL1
ENSG00000108604,SMARCD2
ENSG00000072501,SMC1A
ENSG00000166311,SMPD1
ENSG00000099940,SNAP29
ENSG00000115904,SOS1
ENSG00000100485,SOS2
ENSG00000100146,SOX10
ENSG00000203883,SOX18
ENSG00000181449,SOX2
ENSG00000125398,SOX9
ENSG00000135899,SP110
ENSG00000100014,SPECC1L
ENSG00000197912,SPG7
ENSG00000133710,SPINK5
ENSG00000116096,SPR
ENSG00000166068,SPRED1
ENSG00000163554,SPTA1
ENSG00000197694,SPTAN1
ENSG00000070182,SPTB
ENSG00000090054,SPTLC1
ENSG00000080603,SRCAP
ENSG00000049319,SRD5A2
ENSG00000128039,SRD5A3
ENSG00000126091,ST3GAL3
ENSG00000115525,ST3GAL5
ENSG00000185482,STAC3
ENSG00000147465,STAR
ENSG00000115415,STAT1
ENSG00000168610,STAT3
ENSG00000123473,STIL
ENSG00000118046,STK11
ENSG00000137868,STRA6
ENSG00000101846,STS
ENSG00000135604,STX11
ENSG00000136854,STXBP1
ENSG00000076944,STXBP2
ENSG00000136143,SUCLA2
ENSG00000163541,SUCLG1
ENSG00000144455,SUMF1
ENSG00000139531,SUOX
ENSG00000148290,SURF1
ENSG00000136463,TACO1
ENSG00000143374,TARS2
ENSG00000198650,TAT
ENSG00000102125,TAZ
ENSG00000162065,TBC1D24
ENSG00000116957,TBCE
ENSG00000184058,TBX1
ENSG00000089225,TBX5
ENSG00000173991,TCAP
ENSG00000196628,TCF4
ENSG00000110719,TCIRG1
ENSG00000185339,TCN2
ENSG00000070814,TCOF1
ENSG00000137203,TFAP2A
ENSG00000008196,TFAP2B
ENSG00000114354,TFG
ENSG00000042832,TG
ENSG00000106799,TGFBR1
ENSG00000163513,TGFBR2
ENSG00000092295,TGM1
ENSG00000104055,TGM5
ENSG00000180176,TH
ENSG00000126351,THRA
ENSG00000151090,THRB
ENSG00000126953,TIMM8A
ENSG00000092330,TINF2
ENSG00000119139,TJP2
ENSG00000166548,TK2
ENSG00000179029,TMEM107
ENSG00000171204,TMEM126B
ENSG00000070269,TMEM260
ENSG00000170876,TMEM43
ENSG00000164953,TMEM67
ENSG00000175606,TMEM70
ENSG00000164761,TNFRSF11B
ENSG00000120659,TNFSF11
ENSG00000130598,TNNI2
ENSG00000105048,TNNT1
ENSG00000130595,TNNT3
ENSG00000196511,TPK1
ENSG00000198467,TPM2
ENSG00000143549,TPM3
ENSG00000115705,TPO
ENSG00000166340,TPP1
ENSG00000126602,TRAP1
ENSG00000171853,TRAPPC12
ENSG00000196459,TRAPPC2
ENSG00000182400,TRAPPC6B
ENSG00000213689,TREX1
ENSG00000119401,TRIM32
ENSG00000108395,TRIM37
ENSG00000100815,TRIP11
ENSG00000043514,TRIT1
ENSG00000174173,TRMT10C
ENSG00000126814,TRMT5
ENSG00000100416,TRMU
ENSG00000130529,TRPM4
ENSG00000165699,TSC1
ENSG00000103197,TSC2
ENSG00000182173,TSEN54
ENSG00000123297,TSFM
ENSG00000134200,TSHB
ENSG00000165409,TSHR
ENSG00000189241,TSPYL1
ENSG00000011295,TTC19
ENSG00000123607,TTC21B
ENSG00000198677,TTC37
ENSG00000068724,TTC7A
ENSG00000155657,TTN
ENSG00000137561,TTPA
ENSG00000118271,TTR
ENSG00000167552,TUBA1A
ENSG00000196230,TUBB
ENSG00000178952,TUFM
ENSG00000122691,TWIST1
ENSG00000107815,TWNK
ENSG00000105397,TYK2
ENSG00000025708,TYMP
ENSG00000130985,UBA1
ENSG00000081307,UBA5
ENSG00000077721,UBE2A
ENSG00000114062,UBE3A
ENSG00000159459,UBR1
ENSG00000242366,UGT1A1
ENSG00000169344,UMOD
ENSG00000092929,UNC13D
ENSG00000100024,UPB1
ENSG00000137288,UQCC2
ENSG00000204922,UQCC3
ENSG00000156467,UQCRB
ENSG00000140740,UQCRC2
ENSG00000164405,UQCRQ
ENSG00000126088,UROD
ENSG00000188690,UROS
ENSG00000137411,VARS2
ENSG00000038427,VCAN
ENSG00000165280,VCP
ENSG00000111424,VDR
ENSG00000134086,VHL
ENSG00000151445,VIPAS39
ENSG00000147852,VLDLR
ENSG00000197969,VPS13A
ENSG00000132549,VPS13B
ENSG00000184056,VPS33B
ENSG00000015285,WAS
ENSG00000071127,WDR1
ENSG00000157796,WDR19
ENSG00000162923,WDR26
ENSG00000118965,WDR35
ENSG00000075702,WDR62
ENSG00000109501,WFS1
ENSG00000135925,WNT10A
ENSG00000154764,WNT7A
ENSG00000165392,WRN
ENSG00000184937,WT1
ENSG00000101966,XIAP
ENSG00000136936,XPA
ENSG00000154767,XPC
ENSG00000139131,YARS2
ENSG00000100811,YY1
ENSG00000115085,ZAP70
ENSG00000169554,ZEB2
ENSG00000043355,ZIC2
ENSG00000156925,ZIC3
ENSG00000084073,ZMPSTE24
